"Name","Formula","Mass (avg)","RSD (Mass, ppm)","Saturated","RT (avg)","RT (span)","Height (avg)","Found","Missed","Score (Tgt, max)","%RSD (Tgt)","Ions (min)","Ions (max)",[Mass] PB_20x_pos_080921_037,[Mass] Plasma_01_20x_pos_080921_20,[Mass] Plasma_02_20x_pos_080921_22,[Mass] Plasma_03_20x_pos_080921_031,[Mass] Plasma_04_20x_pos_080921_025,[Mass] Plasma_05_20x_pos_080921_032,[Mass] Plasma_06_20x_pos_080921_028,[Mass] Plasma_07_20x_pos_080921_19,[Mass] Plasma_08_20x_pos_080921_033,[Mass] Plasma_09_20x_pos_080921_026,[Mass] Plasma_10_20x_pos_080921_21,[Mass] Plasma_11_20x_pos_080921_027,[Mass] Plasma_12_20x_pos_080921_034,[RT] PB_20x_pos_080921_037,[RT] Plasma_01_20x_pos_080921_20,[RT] Plasma_02_20x_pos_080921_22,[RT] Plasma_03_20x_pos_080921_031,[RT] Plasma_04_20x_pos_080921_025,[RT] Plasma_05_20x_pos_080921_032,[RT] Plasma_06_20x_pos_080921_028,[RT] Plasma_07_20x_pos_080921_19,[RT] Plasma_08_20x_pos_080921_033,[RT] Plasma_09_20x_pos_080921_026,[RT] Plasma_10_20x_pos_080921_21,[RT] Plasma_11_20x_pos_080921_027,[RT] Plasma_12_20x_pos_080921_034,[Height] PB_20x_pos_080921_037,[Height] Plasma_01_20x_pos_080921_20,[Height] Plasma_02_20x_pos_080921_22,[Height] Plasma_03_20x_pos_080921_031,[Height] Plasma_04_20x_pos_080921_025,[Height] Plasma_05_20x_pos_080921_032,[Height] Plasma_06_20x_pos_080921_028,[Height] Plasma_07_20x_pos_080921_19,[Height] Plasma_08_20x_pos_080921_033,[Height] Plasma_09_20x_pos_080921_026,[Height] Plasma_10_20x_pos_080921_21,[Height] Plasma_11_20x_pos_080921_027,[Height] Plasma_12_20x_pos_080921_034,[Score (MFE)] PB_20x_pos_080921_037,[Score (MFE)] Plasma_01_20x_pos_080921_20,[Score (MFE)] Plasma_02_20x_pos_080921_22,[Score (MFE)] Plasma_03_20x_pos_080921_031,[Score (MFE)] Plasma_04_20x_pos_080921_025,[Score (MFE)] Plasma_05_20x_pos_080921_032,[Score (MFE)] Plasma_06_20x_pos_080921_028,[Score (MFE)] Plasma_07_20x_pos_080921_19,[Score (MFE)] Plasma_08_20x_pos_080921_033,[Score (MFE)] Plasma_09_20x_pos_080921_026,[Score (MFE)] Plasma_10_20x_pos_080921_21,[Score (MFE)] Plasma_11_20x_pos_080921_027,[Score (MFE)] Plasma_12_20x_pos_080921_034,[Score (Tgt)] PB_20x_pos_080921_037,[Score (Tgt)] Plasma_01_20x_pos_080921_20,[Score (Tgt)] Plasma_02_20x_pos_080921_22,[Score (Tgt)] Plasma_03_20x_pos_080921_031,[Score (Tgt)] Plasma_04_20x_pos_080921_025,[Score (Tgt)] Plasma_05_20x_pos_080921_032,[Score (Tgt)] Plasma_06_20x_pos_080921_028,[Score (Tgt)] Plasma_07_20x_pos_080921_19,[Score (Tgt)] Plasma_08_20x_pos_080921_033,[Score (Tgt)] Plasma_09_20x_pos_080921_026,[Score (Tgt)] Plasma_10_20x_pos_080921_21,[Score (Tgt)] Plasma_11_20x_pos_080921_027,[Score (Tgt)] Plasma_12_20x_pos_080921_034,[Ions] PB_20x_pos_080921_037,[Ions] Plasma_01_20x_pos_080921_20,[Ions] Plasma_02_20x_pos_080921_22,[Ions] Plasma_03_20x_pos_080921_031,[Ions] Plasma_04_20x_pos_080921_025,[Ions] Plasma_05_20x_pos_080921_032,[Ions] Plasma_06_20x_pos_080921_028,[Ions] Plasma_07_20x_pos_080921_19,[Ions] Plasma_08_20x_pos_080921_033,[Ions] Plasma_09_20x_pos_080921_026,[Ions] Plasma_10_20x_pos_080921_21,[Ions] Plasma_11_20x_pos_080921_027,[Ions] Plasma_12_20x_pos_080921_034,
PC 16:0_20:5,C44 H78 N O8 P,779.5473,0.70,0,6.82,0.071,575855,13,0,99.7,19.4,3,16,779.5486,779.5467,779.5477,779.5468,779.5479,779.5475,779.5474,779.5469,779.5469,779.5469,779.5470,779.5475,779.5475,6.749,6.819,6.818,6.818,6.815,6.816,6.817,6.815,6.819,6.818,6.819,6.814,6.817,3174,406741,617739,680528,1078227,684457,552780,619988,404224,655327,764479,613221,405244,,,,,,,,,,,,,,35.33,97.67,84.54,99.69,97.43,93.23,95.75,78.20,99.71,97.27,92.55,90.27,93.80,3,11,16,14,14,14,15,11,12,14,14,12,14,
PC 16:1_18:2,C42 H78 N O8 P,755.5470,0.56,0,6.76,0.064,551177,13,0,99.8,11.4,2,12,755.5483,755.5470,755.5469,755.5467,755.5470,755.5468,755.5467,755.5471,755.5467,755.5470,755.5468,755.5468,755.5469,6.821,6.757,6.762,6.762,6.759,6.760,6.762,6.760,6.758,6.762,6.761,6.758,6.761,7272,308321,473174,501635,843936,285573,389371,880188,432671,684095,993813,795281,569981,,,,,,,,,,,,,,59.79,99.50,99.43,99.80,99.50,99.63,99.82,99.41,99.57,99.59,99.73,99.66,99.62,2,9,9,11,11,9,8,10,10,12,12,10,9,
TG 50:2,C53 H98 O6,830.7367,0.22,0,14.04,0.065,973306,12,1,99.8,3.8,13,18,,830.7365,830.7366,830.7369,830.7366,830.7366,830.7363,830.7367,830.7367,830.7367,830.7369,830.7367,830.7370,,14.022,14.027,14.050,14.087,14.024,14.022,14.065,14.028,14.083,14.080,14.029,14.071,,838215,896286,1024673,1362439,752946,699792,1148835,840128,1064228,1362497,877736,811904,,,,,,,,,,,,,,,91.77,92.77,97.03,99.84,91.88,91.68,99.04,93.07,99.84,99.54,93.08,99.27,,18,15,14,18,14,17,15,18,16,18,13,16,
TG 52:2,C55 H102 O6,858.7683,0.26,0,14.34,0.006,3087551,13,0,99.9,0.7,14,21,858.7683,858.7680,858.7685,858.7681,858.7681,858.7680,858.7683,858.7681,858.7681,858.7683,858.7687,858.7685,858.7685,14.341,14.346,14.345,14.346,14.344,14.343,14.345,14.344,14.341,14.347,14.342,14.347,14.345,91512,3288440,3635379,4639174,7199225,2172313,1850200,3289433,1455418,3162219,4873632,2181242,2299984,,,,,,,,,,,,,,97.24,99.83,99.61,99.87,99.83,99.78,99.54,99.84,99.67,99.77,99.45,99.57,99.38,14,17,21,20,19,19,17,18,17,19,20,18,18,
TG 16:0_16:1_18:2,C53 H96 O6,828.7210,0.33,0,13.55,0.011,649407,12,1,99.9,0.2,14,19,,828.7206,828.7213,828.7209,828.7211,828.7207,828.7208,828.7208,828.7209,828.7208,828.7213,828.7213,828.7213,,13.553,13.552,13.553,13.552,13.549,13.547,13.557,13.553,13.558,13.553,13.549,13.552,,464714,573779,955555,1296159,310988,319339,758527,364273,701858,1106312,437660,503726,,,,,,,,,,,,,,,99.73,99.34,99.67,99.62,99.54,99.49,99.80,99.58,99.86,99.71,99.39,99.45,,16,16,16,17,18,16,17,15,19,19,17,14,
PC 18:1_18:1,C44 H84 N O8 P,785.5939,0.49,0,8.44,0.033,543030,13,0,99.7,9.9,5,16,785.5950,785.5940,785.5936,785.5935,785.5937,785.5938,785.5939,785.5938,785.5935,785.5937,785.5938,785.5942,785.5941,8.469,8.437,8.441,8.436,8.449,8.438,8.437,8.445,8.437,8.441,8.447,8.443,8.436,4052,420082,649501,493181,776062,463035,431055,752021,415463,718056,704937,690161,541789,,,,,,,,,,,,,,64.70,99.24,99.73,99.45,99.09,99.52,99.56,99.22,99.67,99.64,99.08,98.99,99.27,5,13,14,10,13,12,12,13,15,14,14,16,14,
TG 56:8,C59 H98 O6,902.7363,1.01,0,13.17,0.106,1120835,13,0,99.7,12.4,12,18,902.7335,902.7362,902.7364,902.7365,902.7365,902.7372,902.7366,902.7361,902.7367,902.7362,902.7365,902.7369,902.7370,13.273,13.172,13.172,13.171,13.172,13.170,13.174,13.172,13.168,13.171,13.170,13.170,13.167,10479,1105131,1430400,1511173,3054906,1673151,977634,758922,301424,1156193,1313501,612304,665640,,,,,,,,,,,,,,56.14,99.21,99.45,99.10,99.28,98.98,99.68,98.53,98.06,98.59,98.12,97.87,98.34,12,16,17,15,16,17,16,17,16,18,17,12,17,
LPC 0:0/16:0,C24 H50 N O7 P,495.3330,0.72,0,2.20,0.021,286069,13,0,99.9,10.4,1,14,495.3340,495.3329,495.3328,495.3330,495.3325,495.3332,495.3331,495.3329,495.3326,495.3330,495.3328,495.3329,495.3328,2.214,2.199,2.194,2.193,2.197,2.198,2.199,2.201,2.200,2.198,2.201,2.195,2.199,2578,254080,312614,336876,554746,347635,257586,318790,194373,259628,356533,307939,215529,,,,,,,,,,,,,,63.05,99.69,99.58,98.99,99.58,98.98,99.32,99.63,99.89,98.97,99.38,99.61,99.73,1,10,12,11,12,11,9,14,10,10,11,11,10,
LPC 20:4/0:0,C28 H50 N O7 P,543.3331,2.66,0,1.82,0.010,347234,13,0,99.8,11.9,3,13,543.3379,543.3327,543.3325,543.3328,543.3330,543.3326,543.3328,543.3327,543.3331,543.3330,543.3328,543.3324,543.3326,1.828,1.820,1.821,1.820,1.818,1.824,1.820,1.821,1.820,1.819,1.821,1.821,1.820,2180,358264,260852,436376,945143,358379,331310,381514,211893,258828,394896,325315,249097,,,,,,,,,,,,,,58.26,99.68,99.74,99.46,99.37,99.65,99.75,99.42,99.36,99.58,99.56,99.69,99.74,3,10,8,12,13,11,11,11,8,11,9,10,9,
PC 18:2_20:4,C46 H80 N O8 P,805.5624,0.26,0,6.74,0.008,398386,12,1,99.9,0.1,13,17,,805.5623,805.5624,805.5621,805.5625,805.5628,805.5622,805.5627,805.5623,805.5626,805.5626,805.5623,805.5624,,6.741,6.739,6.740,6.742,6.743,6.739,6.737,6.741,6.745,6.741,6.742,6.739,,328843,323576,405472,667002,294239,370635,484893,276455,361803,507115,429974,330628,,,,,,,,,,,,,,,99.78,99.68,99.55,99.79,99.51,99.85,99.61,99.83,99.41,99.58,99.81,99.72,,13,17,13,16,15,14,14,13,15,14,13,14,
TG 16:0_18:1_22:6,C59 H100 O6,904.7522,0.50,0,13.66,0.067,650626,13,0,98.2,8.7,12,19,904.7522,904.7524,904.7521,904.7516,904.7525,904.7524,904.7518,904.7515,904.7527,904.7519,904.7530,904.7527,904.7522,13.602,13.665,13.664,13.664,13.667,13.661,13.665,13.669,13.665,13.664,13.661,13.667,13.658,4441,669307,706692,772680,1647813,509644,461453,654192,225424,818995,938589,487476,561441,,,,,,,,,,,,,,67.26,95.67,95.89,95.96,93.88,98.22,95.36,95.43,86.99,95.32,91.31,91.85,90.39,12,14,17,17,13,19,15,16,13,16,13,15,16,
PC 17:0_18:2,C43 H82 N O8 P,771.5780,1.08,0,8.11,0.068,365972,13,0,99.5,9.1,7,16,771.5754,771.5776,771.5781,771.5780,771.5786,771.5783,771.5781,771.5786,771.5779,771.5784,771.5782,771.5783,771.5784,8.180,8.113,8.117,8.118,8.114,8.115,8.118,8.116,8.114,8.112,8.113,8.114,8.118,24042,269948,471670,337191,485478,397805,342489,459400,281425,493519,441444,412263,340967,,,,,,,,,,,,,,67.36,98.96,99.43,98.86,99.03,99.36,98.78,99.15,98.94,99.12,99.24,99.53,99.40,7,11,14,11,14,14,12,16,12,14,15,16,15,
TG 18:2_18:2_18:2,C57 H98 O6,878.7363,0.43,0,13.09,0.018,609214,13,0,99.9,4.1,11,18,878.7371,878.7357,878.7361,878.7361,878.7365,878.7358,878.7362,878.7362,878.7363,878.7362,878.7367,878.7361,878.7364,13.083,13.101,13.100,13.100,13.093,13.092,13.096,13.094,13.101,13.095,13.097,13.092,13.094,7171,486426,713396,857931,1442068,486806,593475,594089,239746,855145,755926,398525,489083,,,,,,,,,,,,,,85.09,99.25,99.30,99.59,99.67,99.15,99.33,99.62,99.91,99.65,99.78,99.23,99.67,11,16,15,18,18,16,17,18,17,16,14,15,16,
LPC 0:0/18:1,C26 H52 N O7 P,521.3475,7.00,0,2.43,0.090,322788,13,0,99.9,23.6,1,13,521.3354,521.3485,521.3487,521.3485,521.3484,521.3487,521.3486,521.3483,521.3486,521.3485,521.3485,521.3485,521.3484,2.511,2.428,2.428,2.428,2.420,2.426,2.428,2.424,2.428,2.427,2.424,2.429,2.428,3483,218560,359275,278609,403490,280746,258851,492193,227613,438253,498409,486736,250038,,,,,,,,,,,,,,20.11,99.68,99.43,99.34,99.47,99.50,99.56,99.86,99.51,99.68,99.42,99.73,99.85,1,9,11,11,12,11,11,12,10,11,13,13,10,
DG 15:0_18:1(d7),C36 H61 D7 O5,587.5508,0.41,0,9.45,0.028,34166,12,1,98.9,2.3,8,12,,587.5505,587.5507,587.5510,587.5503,587.5510,587.5507,587.5511,587.5509,587.5507,587.5508,587.5510,587.5510,,9.446,9.457,9.429,9.448,9.448,9.441,9.455,9.452,9.440,9.452,9.448,9.457,,27904,37202,34513,29757,31449,32397,40709,36036,31389,37564,37453,33623,,,,,,,,,,,,,,,97.40,98.13,95.10,90.36,98.03,96.59,97.28,96.99,96.36,98.91,96.90,97.36,,11,9,12,8,11,10,9,10,12,11,11,11,
LPC 0:0/20:4,C28 H50 N O7 P,543.3331,1.82,0,1.68,0.070,251957,13,0,99.9,13.1,4,13,543.3363,543.3329,543.3327,543.3330,543.3328,543.3327,543.3325,543.3333,543.3331,543.3328,543.3327,543.3327,543.3330,1.616,1.680,1.681,1.686,1.684,1.684,1.686,1.682,1.681,1.685,1.681,1.682,1.686,3947,204162,266483,248502,334263,237467,250463,345906,251102,275565,354390,313944,189250,,,,,,,,,,,,,,54.10,99.59,99.77,99.55,99.73,99.66,99.60,98.96,99.23,99.66,99.68,99.85,99.41,4,8,9,10,9,11,10,13,10,11,9,10,10,
SM d42:1,C47 H95 N2 O6 P,814.6931,0.34,0,11.07,0.070,317574,13,0,99.9,12.3,4,16,814.6939,814.6933,814.6930,814.6927,814.6931,814.6929,814.6930,814.6931,814.6930,814.6930,814.6933,814.6931,814.6931,11.133,11.064,11.063,11.069,11.066,11.065,11.065,11.068,11.064,11.063,11.065,11.066,11.069,5190,177955,433080,240517,438782,378596,234052,466358,177256,399959,423068,428655,325004,,,,,,,,,,,,,,56.88,99.56,99.63,98.79,99.77,99.93,96.31,99.76,99.78,99.86,99.65,99.71,99.64,4,13,16,13,15,12,13,11,15,16,14,14,14,
LPC 18:1/0:0(d7),C26 H45 D7 N O7 P,528.3922,2.05,0,2.62,0.057,282856,13,0,99.9,18.3,4,13,528.3886,528.3924,528.3925,528.3925,528.3925,528.3924,528.3925,528.3922,528.3926,528.3922,528.3928,528.3924,528.3924,2.678,2.623,2.623,2.623,2.621,2.622,2.623,2.625,2.624,2.622,2.625,2.625,2.624,2519,310344,324343,301225,302566,318448,276234,333324,314974,281070,317981,327929,266180,,,,,,,,,,,,,,37.00,99.75,99.67,99.64,99.62,99.74,99.72,99.87,99.57,99.83,99.20,99.70,99.79,4,12,12,10,10,10,10,12,10,13,11,11,11,
PC 16:0_18:3,C42 H78 N O8 P,755.5468,0.54,0,7.13,0.028,308009,13,0,99.9,10.1,2,13,755.5457,755.5466,755.5465,755.5468,755.5473,755.5468,755.5469,755.5471,755.5469,755.5469,755.5474,755.5467,755.5466,7.105,7.126,7.130,7.131,7.127,7.133,7.130,7.128,7.132,7.130,7.126,7.126,7.130,13488,231459,388133,276034,581994,283315,270545,373624,212365,313161,473863,293160,292979,,,,,,,,,,,,,,64.45,99.59,99.85,99.85,99.20,99.86,99.69,99.49,99.74,99.76,99.04,99.63,99.83,2,12,13,10,11,11,11,12,9,12,10,11,12,
LPC 22:6/0:0,C30 H50 N O7 P,567.3331,1.56,0,1.71,0.016,278767,13,0,99.9,10.3,2,13,567.3359,567.3330,567.3329,567.3330,567.3329,567.3327,567.3325,567.3331,567.3331,567.3327,567.3328,567.3325,567.3330,1.694,1.708,1.709,1.708,1.706,1.707,1.708,1.709,1.703,1.707,1.709,1.710,1.708,2060,297537,255258,382413,794815,384964,267190,263654,102123,173281,287499,222667,190511,,,,,,,,,,,,,,63.62,99.57,99.73,99.59,99.78,99.32,99.94,99.20,98.75,99.62,99.83,99.89,99.42,2,10,13,12,12,12,11,12,10,10,11,12,10,
TG 54:6,C57 H98 O6,878.7363,0.42,0,13.09,0.018,609627,13,0,99.8,3.9,11,19,878.7371,878.7357,878.7361,878.7361,878.7361,878.7367,878.7362,878.7362,878.7363,878.7364,878.7367,878.7361,878.7364,13.083,13.101,13.100,13.100,13.093,13.092,13.096,13.094,13.101,13.095,13.097,13.092,13.094,7277,486426,713396,856475,1553357,411702,593475,594089,241294,826637,753419,398525,489083,,,,,,,,,,,,,,85.73,99.10,99.18,99.46,99.50,99.81,99.41,99.76,99.75,99.78,99.80,99.48,99.81,11,16,15,18,15,16,17,18,17,19,14,15,16,
PC 18:0_20:5,C46 H82 N O8 P,807.5782,1.04,0,7.74,0.121,314719,13,0,95.9,13.6,4,15,807.5808,807.5778,807.5781,807.5781,807.5781,807.5780,807.5779,807.5780,807.5777,807.5778,807.5788,807.5778,807.5778,7.851,7.745,7.744,7.750,7.741,7.752,7.750,7.731,7.745,7.738,7.733,7.746,7.738,4037,219992,407891,331396,490237,398024,272354,343510,227939,405445,392944,305293,292292,,,,,,,,,,,,,,49.93,95.88,87.18,92.60,90.19,95.94,86.20,91.44,91.81,92.42,81.92,90.46,86.35,4,14,12,14,13,15,14,15,15,14,14,14,11,
TG 54:4,C57 H102 O6,882.7676,0.43,0,14.06,0.052,1266124,13,0,99.9,3.4,13,22,882.7666,882.7674,882.7674,882.7678,882.7678,882.7674,882.7671,882.7677,882.7677,882.7678,882.7678,882.7677,882.7681,14.111,14.061,14.060,14.061,14.059,14.063,14.061,14.060,14.062,14.061,14.060,14.063,14.060,5366,1132854,1478492,1519406,2658146,886065,816721,1518230,669512,1638496,1986617,894254,1255463,,,,,,,,,,,,,,87.71,99.77,99.73,99.75,99.87,99.84,99.87,99.88,99.76,99.82,99.88,99.63,99.64,13,17,19,19,18,21,19,20,15,20,19,19,22,
CE 18:1,C45 H78 O2,650.6006,0.36,0,14.33,0.044,386470,13,0,99.8,7.2,5,13,650.6001,650.6001,650.6007,650.6006,650.6006,650.6004,650.6007,650.6003,650.6007,650.6006,650.6007,650.6008,650.6008,14.375,14.334,14.333,14.334,14.333,14.331,14.334,14.332,14.336,14.334,14.331,14.336,14.334,4382,290335,525853,309363,458313,494687,410600,470325,318056,408658,402267,508008,423263,,,,,,,,,,,,,,74.13,99.82,99.47,99.72,99.40,99.73,99.47,99.80,99.27,99.62,99.34,99.22,99.47,5,11,12,12,12,13,12,12,11,12,12,10,12,
PC 16:0_16:1,C40 H78 N O8 P,731.5468,0.57,0,7.48,0.021,252279,13,0,99.9,2.5,6,14,731.5455,731.5468,731.5467,731.5469,731.5468,731.5467,731.5469,731.5469,731.5468,731.5469,731.5474,731.5469,731.5466,7.462,7.477,7.476,7.482,7.479,7.474,7.476,7.479,7.478,7.476,7.482,7.478,7.476,6480,194186,336776,245512,361832,181695,187292,364741,234145,255606,370950,334609,205810,,,,,,,,,,,,,,90.72,99.69,99.90,99.80,99.85,99.86,99.69,99.80,98.42,99.75,99.04,99.84,99.81,6,13,14,13,12,12,11,12,12,13,11,12,11,
TG 56:7,C59 H100 O6,904.7523,0.55,0,13.66,0.067,705099,13,0,95.6,11.2,12,20,904.7513,904.7524,904.7519,904.7517,904.7525,904.7517,904.7525,904.7518,904.7527,904.7527,904.7530,904.7527,904.7522,13.602,13.665,13.664,13.664,13.667,13.661,13.665,13.669,13.665,13.664,13.661,13.667,13.658,5878,669307,841804,841066,1647813,841898,583288,652817,225424,870146,937930,487476,561441,,,,,,,,,,,,,,57.88,95.12,95.08,94.69,93.61,94.63,95.62,90.39,86.51,94.87,90.41,91.49,89.20,12,14,20,19,13,17,13,17,13,13,13,15,16,
TG 18:1_18:2_22:6,C61 H100 O6,928.7518,0.46,0,13.16,0.086,512900,13,0,99.9,5.2,10,20,928.7505,928.7515,928.7519,928.7517,928.7520,928.7521,928.7517,928.7521,928.7518,928.7517,928.7521,928.7521,928.7520,13.239,13.157,13.162,13.162,13.160,13.153,13.163,13.161,13.162,13.156,13.159,13.164,13.161,8241,441759,628313,527639,1063794,704469,469333,500735,179927,699289,653895,312432,477881,,,,,,,,,,,,,,81.13,99.76,99.92,99.78,99.28,99.56,99.86,99.62,99.45,99.76,99.71,99.20,99.77,10,15,17,20,18,16,17,19,19,15,18,17,19,
SM d18:1_18:1(d9),C41 H72 D9 N2 O6 P,737.6397,1.58,0,7.48,0.032,291220,13,0,92.2,15.9,1,12,737.6359,737.6400,737.6398,737.6400,737.6399,737.6400,737.6402,737.6400,737.6401,737.6401,737.6405,737.6401,737.6399,7.462,7.483,7.487,7.488,7.490,7.485,7.482,7.491,7.483,7.482,7.494,7.489,7.482,3076,317733,341302,319439,298207,324762,282682,329256,318303,299574,324982,337715,288834,,,,,,,,,,,,,,41.11,90.23,91.26,91.22,91.86,90.68,89.83,92.02,90.21,89.92,92.23,91.60,89.88,1,12,11,12,9,11,11,10,11,9,11,11,11,
PC 18:0_22:5,C48 H86 N O8 P,835.6094,0.32,0,8.38,0.016,360606,12,1,99.9,1.0,14,19,,835.6096,835.6093,835.6095,835.6092,835.6093,835.6093,835.6097,835.6089,835.6092,835.6095,835.6100,835.6096,,8.387,8.380,8.380,8.371,8.382,8.386,8.378,8.387,8.380,8.375,8.376,8.386,,270858,400151,334718,430399,329052,275252,402136,250965,420654,459644,436605,316845,,,,,,,,,,,,,,,99.01,98.93,96.77,99.59,99.77,99.18,97.23,99.28,99.88,98.91,98.78,99.52,,14,16,18,19,16,16,18,16,16,17,17,17,
CE 18:1(d7),C45 H71 D7 O2,657.6445,0.29,0,14.32,0.006,403839,12,1,98.3,0.3,10,13,,657.6442,657.6446,657.6447,657.6443,657.6443,657.6445,657.6442,657.6447,657.6446,657.6446,657.6444,657.6447,,14.323,14.322,14.323,14.321,14.326,14.323,14.321,14.325,14.323,14.320,14.325,14.323,,459212,381806,352975,331402,432141,442332,422794,476617,395188,355685,394705,401218,,,,,,,,,,,,,,,98.06,97.99,97.77,98.20,97.67,97.92,98.33,97.41,97.87,98.34,97.56,97.84,,12,13,10,10,13,13,11,12,11,12,13,12,
PC 18:2_18:3,C44 H78 N O8 P,779.5467,0.65,0,6.27,0.086,231585,13,0,99.8,19.6,2,14,779.5453,779.5466,779.5464,779.5468,779.5468,779.5471,779.5468,779.5464,779.5470,779.5466,779.5471,779.5472,779.5472,6.191,6.272,6.271,6.277,6.274,6.275,6.270,6.274,6.273,6.271,6.272,6.273,6.276,3218,137948,223091,237351,342613,178152,207824,298539,165193,291962,390925,321390,212407,,,,,,,,,,,,,,32.83,99.57,99.09,99.77,99.83,99.69,99.63,99.82,99.45,99.72,99.68,99.56,94.89,2,9,12,9,11,11,10,11,12,14,11,12,10,
TG 54:3,C57 H104 O6,884.7836,0.29,0,14.34,0.013,1224449,13,0,99.9,2.5,13,22,884.7838,884.7831,884.7836,884.7836,884.7838,884.7832,884.7836,884.7834,884.7836,884.7836,884.7840,884.7835,884.7839,14.335,14.344,14.346,14.346,14.344,14.348,14.345,14.344,14.341,14.346,14.342,14.347,14.345,69505,1108416,1463281,1496523,2175914,925344,773069,1495653,724929,1573746,1818664,1009944,1282857,,,,,,,,,,,,,,90.79,99.82,99.59,99.86,99.77,99.88,99.83,99.72,99.58,99.76,99.24,99.51,99.62,13,18,19,19,18,22,17,20,18,19,21,20,20,
LPC 0:0/22:6,C30 H50 N O7 P,567.3327,0.29,0,1.59,0.007,195478,12,1,99.9,0.4,8,11,,567.3323,567.3328,567.3327,567.3328,567.3328,567.3327,567.3328,567.3328,567.3330,567.3328,567.3327,567.3326,,1.585,1.587,1.585,1.589,1.589,1.591,1.587,1.586,1.584,1.586,1.587,1.591,,147827,232847,188394,235685,225795,183576,227431,131308,175545,242870,223413,131045,,,,,,,,,,,,,,,98.68,99.71,99.65,99.74,99.68,99.90,99.52,98.73,99.35,99.74,99.90,99.52,,9,10,9,11,10,9,8,10,10,9,10,8,
TG 56:7,C59 H100 O6,904.7520,0.24,0,13.40,0.006,448895,12,1,99.8,0.1,13,20,,904.7518,904.7523,904.7517,904.7522,904.7521,904.7518,904.7520,904.7519,904.7519,904.7518,904.7521,904.7524,,13.402,13.402,13.402,13.400,13.399,13.397,13.401,13.403,13.402,13.399,13.399,13.401,,389996,459466,461743,930421,434299,331494,440468,181107,437743,565833,338670,415509,,,,,,,,,,,,,,,99.41,99.59,99.38,99.65,99.75,99.49,99.63,99.54,99.35,99.67,99.35,99.35,,16,19,19,19,18,16,16,15,17,20,18,13,
TG 16:0_18:2_18:3,C55 H96 O6,852.7209,0.18,0,13.15,0.024,336475,13,0,99.9,7.4,8,17,852.7206,852.7207,852.7209,852.7210,852.7210,852.7211,852.7208,852.7209,852.7207,852.7210,852.7211,852.7210,852.7209,13.139,13.157,13.150,13.151,13.154,13.153,13.151,13.145,13.162,13.139,13.147,13.147,13.145,5058,325028,387524,600352,862452,266143,273545,296826,94385,318827,530790,185512,227735,,,,,,,,,,,,,,73.44,99.83,99.77,99.70,99.90,99.75,99.66,99.45,99.40,99.04,99.67,99.13,99.25,8,13,13,16,16,14,14,17,14,15,14,15,14,
TG 60:13,C63 H96 O6,948.7208,0.24,0,11.95,0.079,352020,13,0,99.9,10.7,10,19,948.7210,948.7208,948.7206,948.7205,948.7209,948.7206,948.7206,948.7209,948.7211,948.7209,948.7211,948.7208,948.7204,12.029,11.951,11.956,11.951,11.954,11.953,11.958,11.950,11.951,11.956,11.952,11.953,11.950,3271,268902,500423,303127,461056,917820,353097,301877,123449,347854,371461,284190,339737,,,,,,,,,,,,,,62.39,99.56,99.80,99.66,99.81,99.90,99.67,99.45,99.11,99.76,99.75,99.84,99.15,10,15,17,15,17,19,17,16,19,16,16,16,16,
TG 50:3,C53 H96 O6,828.7210,0.31,0,13.55,0.011,648815,12,1,99.7,0.2,14,19,,828.7207,828.7213,828.7209,828.7211,828.7207,828.7208,828.7208,828.7209,828.7208,828.7213,828.7213,828.7213,,13.553,13.552,13.553,13.552,13.549,13.547,13.557,13.553,13.558,13.553,13.549,13.552,,465438,573746,955555,1273920,310988,319339,758527,364273,701858,1117991,437660,506490,,,,,,,,,,,,,,,99.33,99.01,99.30,99.38,99.51,99.67,98.92,99.12,98.90,99.25,99.37,99.15,,17,16,16,17,18,16,17,15,19,19,17,14,
PC 20:1_18:2,C46 H86 N O8 P,811.6089,1.36,0,8.54,0.066,287951,13,0,99.8,12.0,2,16,811.6052,811.6092,811.6092,811.6090,811.6094,811.6089,811.6091,811.6092,811.6092,811.6092,811.6094,811.6092,811.6091,8.597,8.543,8.536,8.542,8.533,8.539,8.543,8.534,8.543,8.536,8.531,8.538,8.542,8459,244411,386346,286798,486023,288661,246068,279094,258326,263851,407220,351249,236866,,,,,,,,,,,,,,57.90,99.37,99.76,99.79,99.74,99.25,99.53,99.64,99.54,99.63,99.18,99.71,99.73,2,14,15,15,14,15,14,12,15,13,16,14,15,
PC 19:0_18:2,C45 H86 N O8 P,799.6093,0.64,0,9.03,0.047,193684,13,0,99.9,7.9,6,16,799.6077,799.6096,799.6097,799.6094,799.6092,799.6091,799.6096,799.6093,799.6097,799.6095,799.6092,799.6096,799.6092,8.992,9.028,9.038,9.033,9.035,9.035,9.034,9.037,9.034,9.032,9.039,9.035,9.033,4026,119948,282351,188136,243869,219757,202610,249544,150107,245065,194382,229373,188733,,,,,,,,,,,,,,71.79,99.69,99.57,99.76,99.88,99.93,99.66,99.51,99.56,99.65,99.81,99.64,99.80,6,15,14,12,16,11,12,15,13,14,13,12,12,
