Name,Formula,Mass (avg),"RSD (Mass, ppm)",Saturated,RT (avg),RT (span),Height (avg),Found,Missed,"Score (Tgt, max)",%RSD (Tgt),Ions (min),Ions (max),[Mass] eWAT_01_150x_pos_082121_031,[Mass] eWAT_02_150x_pos_082121_034,[Mass] eWAT_03_150x_pos_082121_026,[Mass] eWAT_04_150x_pos_082121_21,[Mass] eWAT_05_150x_pos_082121_027,[Mass] eWAT_06_150x_pos_082121_19,[Mass] eWAT_07_150x_pos_082121_032,[Mass] eWAT_08_150x_pos_082121_025,[Mass] eWAT_09_150x_pos_082121_22,[Mass] eWAT_10_150x_pos_082121_037,[Mass] eWAT_11_150x_pos_082121_033,[Mass] eWAT_12_150x_pos_082121_028,[Mass] eWAT_PB_150x_pos_082121_038,[RT] eWAT_01_150x_pos_082121_031,[RT] eWAT_02_150x_pos_082121_034,[RT] eWAT_03_150x_pos_082121_026,[RT] eWAT_04_150x_pos_082121_21,[RT] eWAT_05_150x_pos_082121_027,[RT] eWAT_06_150x_pos_082121_19,[RT] eWAT_07_150x_pos_082121_032,[RT] eWAT_08_150x_pos_082121_025,[RT] eWAT_09_150x_pos_082121_22,[RT] eWAT_10_150x_pos_082121_037,[RT] eWAT_11_150x_pos_082121_033,[RT] eWAT_12_150x_pos_082121_028,[RT] eWAT_PB_150x_pos_082121_038,[Height] eWAT_01_150x_pos_082121_031,[Height] eWAT_02_150x_pos_082121_034,[Height] eWAT_03_150x_pos_082121_026,[Height] eWAT_04_150x_pos_082121_21,[Height] eWAT_05_150x_pos_082121_027,[Height] eWAT_06_150x_pos_082121_19,[Height] eWAT_07_150x_pos_082121_032,[Height] eWAT_08_150x_pos_082121_025,[Height] eWAT_09_150x_pos_082121_22,[Height] eWAT_10_150x_pos_082121_037,[Height] eWAT_11_150x_pos_082121_033,[Height] eWAT_12_150x_pos_082121_028,[Height] eWAT_PB_150x_pos_082121_038,[Score (MFE)] eWAT_01_150x_pos_082121_031,[Score (MFE)] eWAT_02_150x_pos_082121_034,[Score (MFE)] eWAT_03_150x_pos_082121_026,[Score (MFE)] eWAT_04_150x_pos_082121_21,[Score (MFE)] eWAT_05_150x_pos_082121_027,[Score (MFE)] eWAT_06_150x_pos_082121_19,[Score (MFE)] eWAT_07_150x_pos_082121_032,[Score (MFE)] eWAT_08_150x_pos_082121_025,[Score (MFE)] eWAT_09_150x_pos_082121_22,[Score (MFE)] eWAT_10_150x_pos_082121_037,[Score (MFE)] eWAT_11_150x_pos_082121_033,[Score (MFE)] eWAT_12_150x_pos_082121_028,[Score (MFE)] eWAT_PB_150x_pos_082121_038,[Score (Tgt)] eWAT_01_150x_pos_082121_031,[Score (Tgt)] eWAT_02_150x_pos_082121_034,[Score (Tgt)] eWAT_03_150x_pos_082121_026,[Score (Tgt)] eWAT_04_150x_pos_082121_21,[Score (Tgt)] eWAT_05_150x_pos_082121_027,[Score (Tgt)] eWAT_06_150x_pos_082121_19,[Score (Tgt)] eWAT_07_150x_pos_082121_032,[Score (Tgt)] eWAT_08_150x_pos_082121_025,[Score (Tgt)] eWAT_09_150x_pos_082121_22,[Score (Tgt)] eWAT_10_150x_pos_082121_037,[Score (Tgt)] eWAT_11_150x_pos_082121_033,[Score (Tgt)] eWAT_12_150x_pos_082121_028,[Score (Tgt)] eWAT_PB_150x_pos_082121_038,[Ions] eWAT_01_150x_pos_082121_031,[Ions] eWAT_02_150x_pos_082121_034,[Ions] eWAT_03_150x_pos_082121_026,[Ions] eWAT_04_150x_pos_082121_21,[Ions] eWAT_05_150x_pos_082121_027,[Ions] eWAT_06_150x_pos_082121_19,[Ions] eWAT_07_150x_pos_082121_032,[Ions] eWAT_08_150x_pos_082121_025,[Ions] eWAT_09_150x_pos_082121_22,[Ions] eWAT_10_150x_pos_082121_037,[Ions] eWAT_11_150x_pos_082121_033,[Ions] eWAT_12_150x_pos_082121_028,[Ions] eWAT_PB_150x_pos_082121_038
LPC 18:0/0:0,C26 H54 N O7 P,523.3637,0.65,0,3.59,0.062,26801,13,0,99.2,15,3,9,523.3636,523.364,523.3637,523.3634,523.3636,523.3636,523.3641,523.363,523.3643,523.3637,523.3639,523.3641,523.3637,3.592,3.582,3.59,3.585,3.589,3.598,3.588,3.583,3.6,3.594,3.59,3.586,3.643,14276,24105,5724,25109,67613,22735,36701,12544,37712,28415,22537,45600,5343,,,,,,,,,,,,,,88.69,87.93,96.5,89.43,98.78,96.1,97.51,81.32,98.81,98.24,97.36,99.16,49.52,6,6,6,6,9,9,7,6,8,5,7,8,3
SM d42:1,C47 H95 N2 O6 P,814.6933,0.53,0,10.98,0.061,27718,13,0,96.6,9.9,7,12,814.6938,814.6931,814.6933,814.693,814.6933,814.6933,814.6932,814.6932,814.6933,814.6937,814.6935,814.694,814.6922,10.978,10.978,10.974,10.979,10.974,10.972,10.978,10.971,10.981,10.984,10.982,10.981,11.033,14477,26004,12623,27112,63406,27131,35523,16151,36473,33597,21305,43445,3098,,,,,,,,,,,,,,83.63,92.19,85.13,91.71,94.72,94.9,96.57,91.04,77.5,88.53,93.68,89.93,64.84,8,12,8,8,11,8,12,11,9,12,11,11,7
DG 18:0_18:1,C39 H74 O5,622.5538,0.44,0,10.68,0.085,70858,13,0,99.8,12.4,5,15,622.554,622.5537,622.5536,622.5539,622.5542,622.5539,622.5539,622.5539,622.5538,622.5535,622.5537,622.5537,622.5531,10.677,10.688,10.684,10.667,10.684,10.682,10.671,10.671,10.679,10.695,10.671,10.675,10.609,26716,53347,18941,30048,94014,60347,120167,56543,133038,115857,76288,133270,2585,,,,,,,,,,,,,,87.64,97.24,97.72,99.77,87.2,99.44,99.65,98.85,99.66,98.46,99.59,99.68,58.21,9,13,9,11,11,13,15,14,15,13,15,15,5
PE 36:2,C41 H78 N O8 P,743.5466,0.62,0,8.73,0.036,24448,13,0,99.6,7,3,11,743.5458,743.5463,743.5466,743.5473,743.5464,743.546,743.5464,743.5475,743.5467,743.5466,743.5467,743.5467,743.5469,8.732,8.732,8.758,8.727,8.722,8.741,8.725,8.732,8.73,8.745,8.74,8.736,8.726,21097,21393,8551,24161,44973,21927,33545,17032,30000,30705,21666,37640,5140,,,,,,,,,,,,,,91.05,92.71,91.24,93.95,92.08,88.76,84.93,86.32,99.61,93.14,93.08,93.43,73.09,9,10,7,9,9,9,10,11,8,9,11,8,3
PC 16:0_22:6,C46 H80 N O8 P,805.5627,0.82,0,7.09,0.057,22022,13,0,97.2,8.1,5,11,805.5632,805.5618,805.562,805.5622,805.563,805.5621,805.5622,805.5629,805.5627,805.5632,805.5625,805.5629,805.5642,7.088,7.097,7.085,7.092,7.083,7.081,7.086,7.092,7.08,7.089,7.095,7.09,7.039,16562,19266,8615,19566,40061,19990,28134,16351,27023,31294,23885,31023,4518,,,,,,,,,,,,,,94.96,73.54,85.11,94.45,88.54,97.21,88.29,92.42,97.21,96.94,95.72,85.77,80.67,7,5,7,7,8,10,8,11,7,7,7,8,6
PC 18:0_20:3,C46 H86 N O8 P,811.6094,0.62,0,8.72,0.021,36898,13,0,98.6,9.9,4,12,811.6103,811.609,811.6089,811.6096,811.609,811.609,811.6096,811.6099,811.6095,811.6092,811.6095,811.6089,811.6103,8.715,8.721,8.725,8.715,8.717,8.708,8.72,8.715,8.714,8.718,8.729,8.713,8.726,34135,33246,26875,35522,53059,30932,49240,32911,43213,42541,34536,42961,20517,,,,,,,,,,,,,,86.91,98.58,94.46,98.22,96.41,90.41,96.36,95.83,97.43,98.17,91.79,95.71,64.45,11,8,6,10,11,8,12,5,8,10,8,10,4
TG 12:0_12:0_12:0,C39 H74 O6,638.5483,0.72,0,10.67,0.069,64791,13,0,97.9,9,7,12,638.5484,638.5488,638.5483,638.5489,638.5477,638.548,638.5484,638.5486,638.5488,638.5484,638.5485,638.5473,638.5481,10.666,10.677,10.673,10.673,10.679,10.665,10.671,10.671,10.674,10.684,10.682,10.675,10.615,55966,41278,41369,37968,62052,38501,102934,82877,106045,97871,77968,85888,11576,,,,,,,,,,,,,,96.58,89.94,97.33,95.99,90.28,92.99,95.36,96.83,91.86,94.42,97.88,95.71,66.07,9,11,11,11,12,9,11,8,11,11,10,11,7
DG 16:0_22:6,C41 H68 O5,640.5069,0.32,0,8.53,0.015,62348,11,2,94,5.7,8,12,640.507,640.5067,640.5065,,640.507,640.5068,640.5069,640.5066,640.5066,640.5069,640.507,640.5072,,8.526,8.531,8.535,,8.533,8.535,8.536,8.531,8.524,8.539,8.539,8.529,,34757,41904,20917,,71766,58561,58417,38510,102202,106831,54698,97274,,,,,,,,,,,,,,,86.78,92.52,93.98,,91.51,89.11,78.97,87.33,81.43,80.27,85.28,87.92,,11,11,12,,11,8,11,11,9,11,11,10,
PC 40:6,C48 H84 N O8 P,833.5941,1.12,0,8.02,0.025,21679,13,0,96.9,7.4,6,12,833.5942,833.5936,833.594,833.5942,833.5941,833.5935,833.5938,833.5947,833.594,833.5931,833.5937,833.594,833.597,8.019,8.018,8.011,8.018,8.014,8,8.017,8.007,8.016,8.015,8.021,7.999,8.025,15760,21160,9552,21072,33104,18519,31370,15850,30835,27452,29085,21516,6555,,,,,,,,,,,,,,77.74,90.71,90.25,95.31,90.75,96.9,94.21,83.71,94.97,90.84,94.49,96.67,77.09,9,10,8,11,8,11,10,10,9,8,12,10,6
LPC 16:0/0:0,C24 H50 N O7 P,495.3326,0.59,0,2.38,0.034,15268,13,0,99,11.8,2,7,495.3318,495.3327,495.3326,495.3326,495.333,495.333,495.3325,495.3323,495.3328,495.3325,495.3325,495.3325,495.3324,2.38,2.376,2.388,2.374,2.383,2.392,2.383,2.372,2.378,2.373,2.366,2.374,2.4,8265,14182,3735,15825,34883,10500,23172,11711,18474,19362,13728,22664,1994,,,,,,,,,,,,,,95.79,93.22,77.55,98.92,99.02,95.64,98.15,96.16,92.21,98.37,95.02,98.51,61.29,6,5,5,6,7,6,7,5,7,7,5,7,2
SM d38:1,C43 H87 N2 O6 P,758.6302,1.15,0,9.38,0.095,63229,13,0,98.8,17,3,12,758.6309,758.6305,758.6305,758.6306,758.629,758.6306,758.6293,758.6299,758.6294,758.6303,758.6297,758.6294,758.6322,9.373,9.384,9.388,9.379,9.302,9.377,9.383,9.389,9.294,9.386,9.385,9.388,9.383,65488,60200,72646,63342,51684,65089,63378,80539,26167,65860,64102,68504,74983,,,,,,,,,,,,,,77.2,73.92,56.05,79.81,97.3,80.23,80.96,78.77,98.77,78.79,74.96,78.03,50.47,11,10,7,10,11,10,9,7,11,11,11,12,3
LPC 18:1/0:0(d7),C26 H45 D7 N O7 P,528.3919,1.55,0,2.56,0.107,17633,13,0,99,9.9,2,8,528.392,528.3918,528.3923,528.3913,528.3923,528.3922,528.3925,528.3923,528.3922,528.392,528.3921,528.3923,528.3894,2.564,2.566,2.545,2.564,2.561,2.558,2.556,2.562,2.568,2.562,2.55,2.57,2.651,18184,21341,9737,20466,28007,17952,21722,14300,20407,22357,15089,17375,2293,,,,,,,,,,,,,,98.05,97.1,96.68,90.82,98.59,96.24,94.96,93.25,97.26,98.96,94.97,97.72,63.78,8,5,6,8,6,6,8,6,7,7,7,7,2
PC 16:0_16:1,C40 H78 N O8 P,731.5464,0.81,0,7.4,0.043,15237,13,0,97.9,7.3,4,11,731.5464,731.5463,731.5465,731.5459,731.5466,731.5463,731.5473,731.5463,731.5465,731.5462,731.5474,731.5466,731.545,7.394,7.398,7.414,7.371,7.395,7.393,7.398,7.387,7.392,7.402,7.402,7.408,7.396,15346,13658,8521,14746,21000,14523,19962,15434,15973,20049,16244,17344,5282,,,,,,,,,,,,,,96.2,92.48,87.94,72.68,97.9,90.57,88.41,86.8,97.25,97.48,90.86,91.42,93.13,10,6,6,6,8,7,10,7,11,8,9,6,4
SM d42:3,C47 H91 N2 O6 P,810.6609,0.84,0,9.26,0.051,23720,13,0,98.7,7.4,9,14,810.6599,810.6608,810.6617,810.6611,810.6604,810.6614,810.6608,810.6612,810.6618,810.661,810.6594,810.6611,810.6605,9.273,9.245,9.271,9.256,9.246,9.237,9.255,9.278,9.255,9.264,9.257,9.26,9.289,15865,19559,11122,22723,44293,22075,29456,18543,28810,29800,28412,33900,3811,,,,,,,,,,,,,,87.6,88.22,75.43,86.07,90.51,90.01,98.67,97.77,93.28,96.81,89.53,97.87,82.95,14,11,9,11,13,12,13,12,12,12,12,14,9
DG 18:2_22:6,C43 H68 O5,664.5067,0.46,0,7.76,0.018,49341,11,2,99.6,3.2,9,13,664.5061,664.5068,,664.5062,664.5063,664.5069,664.5069,664.5071,664.5068,664.5066,664.5069,664.5067,,7.774,7.761,,7.756,7.758,7.772,7.761,7.761,7.766,7.77,7.764,7.76,,17676,46836,,20296,62434,30483,53148,61585,54999,68154,59728,67418,,,,,,,,,,,,,,,96.73,96.55,,88.76,99.18,98.18,99.34,99.22,96.13,97.62,99.58,99.37,,10,10,,9,12,12,11,11,10,13,11,12,
DG 16:0_18:0,C37 H72 O5,596.5381,0.22,0,10.62,0.012,97895,13,0,96.7,2.2,12,17,596.5381,596.5384,596.5379,596.5382,596.5381,596.5381,596.5383,596.5382,596.5382,596.5381,596.5381,596.538,596.5379,10.61,10.616,10.612,10.611,10.617,10.615,10.621,10.62,10.618,10.622,10.621,10.619,10.615,80422,98172,84486,88756,96850,91764,111535,92456,112103,103415,102922,112491,97262,,,,,,,,,,,,,,94.4,95.21,88.51,94.77,95.67,94.69,96.55,96.24,95.84,96.67,96.47,96.25,95.52,12,16,13,13,14,13,17,15,14,12,16,15,13
TG 16:4_16:4_22:1,C57 H92 O6,872.6895,0.11,0,11.76,0.028,25760,6,7,92.6,3.8,11,15,872.6894,872.6895,872.6894,872.6896,,,,872.6895,,872.6896,,,,11.758,11.752,11.742,11.765,,,,11.746,,11.769,,,,66000,30783,18356,10049,,,,20220,,9152,,,,,,,,,,,,,,,,,85.38,87.66,85.18,92.62,,,,84.8,,83.51,,,,13,15,15,13,,,,14,,11,,,
TG 48:6,C51 H86 O6,794.6425,0.54,0,11.23,0.067,8196,10,3,97.9,4.6,7,11,794.6427,794.6428,794.6416,794.6425,,794.6427,794.6429,794.6426,794.6418,794.6427,794.6424,,,11.206,11.24,11.23,11.23,,11.273,11.207,11.233,11.227,11.251,11.233,,,11415,7090,6633,7276,,4200,8389,10217,8160,8890,9689,,,,,,,,,,,,,,,,92.42,95.17,93.74,94.07,,82.33,96.19,94.26,97.91,92.47,96.6,,,8,7,10,11,,10,10,9,8,9,10,,
PE 36:3,C41 H76 N O8 P,741.5314,1.69,0,7.83,0.074,8802,13,0,96.8,11.2,2,11,741.5315,741.5308,741.5325,741.53,741.5313,741.5319,741.5303,741.5327,741.533,741.531,741.5319,741.5323,741.5285,7.829,7.789,7.827,7.829,7.836,7.822,7.828,7.828,7.827,7.837,7.82,7.827,7.863,6731,5204,5832,10957,17678,13180,6658,4124,11926,12365,5245,12392,2142,,,,,,,,,,,,,,89.55,93.4,83.23,83.09,96.77,94.83,85.72,87.89,89.42,92.34,95.21,95.42,59.24,6,9,8,8,9,8,7,7,11,7,9,7,2
SM d34:0,C39 H81 N2 O6 P,704.5834,1.02,0,7.76,0.008,57910,12,1,96.7,8.6,5,9,704.5834,704.5819,704.5842,704.5831,704.5837,704.5827,704.5836,704.5826,704.5842,704.5838,704.5835,704.5842,,7.762,7.761,7.76,7.756,7.758,7.761,7.761,7.761,7.76,7.764,7.764,7.76,,29941,54849,15989,26920,84448,43582,61878,74031,76061,75640,64083,87504,,,,,,,,,,,,,,,88.12,71.25,89.69,88.75,96.68,86.69,88.23,93.29,76.52,94.91,84.8,95.28,,5,8,5,8,9,9,6,8,7,7,5,9,
PC 16:1_18:2,C42 H78 N O8 P,755.5471,2.1,0,6.69,0.129,10965,13,0,89.3,7.8,3,9,755.5475,755.5477,755.5459,755.5471,755.547,755.5464,755.5477,755.5451,755.5461,755.5464,755.5465,755.5468,755.5518,6.697,6.683,6.806,6.684,6.687,6.686,6.679,6.734,6.684,6.693,6.687,6.677,6.767,5817,8846,3229,15913,20852,10456,13181,9042,12559,15893,10824,12654,3280,,,,,,,,,,,,,,75.86,86.02,77.09,80.46,81.83,80.13,81.75,71.21,84.45,85.04,89.33,80.46,66.2,5,7,6,6,8,6,8,7,8,7,9,9,3
PC 38:6,C46 H80 N O8 P,805.5621,1.02,0,6.66,0.134,5523,13,0,95,14.3,3,9,805.5625,805.5624,805.5608,805.5615,805.5621,805.5613,805.5637,805.5614,805.5621,805.5634,805.5618,805.5621,805.5627,6.642,6.695,6.671,6.645,6.664,6.664,6.651,6.64,6.651,6.688,6.665,6.665,6.561,4399,3079,2327,6260,9139,7102,7958,5965,7069,4297,4858,6702,2647,,,,,,,,,,,,,,81.73,92.88,75.6,84.48,94.99,81.05,93.21,91.39,92.72,88.28,88.33,82.59,49.28,5,9,6,7,6,5,7,8,5,5,6,6,3
DG 15:0_18:1(d7),C36 H61 D7 O5,587.5508,0.7,0,9.36,0.063,34389,12,1,95.1,4.7,5,9,587.5506,587.5507,587.5503,587.5508,587.5507,587.5508,587.5511,587.5517,587.5502,587.5512,587.5507,587.5508,,9.317,9.356,9.365,9.368,9.363,9.366,9.333,9.356,9.378,9.381,9.363,9.343,,33346,34742,35815,30727,37317,33355,35473,33227,34841,37593,31058,35183,,,,,,,,,,,,,,,88.65,85.08,91.58,91.24,95.03,84.4,86.22,90.23,95.11,82.83,87.16,93.87,,9,9,9,5,8,7,8,8,8,6,7,8,
PE 15:0_18:1(d7),C38 H67 D7 N O8 P,710.56,0.01,0,8.06,0.024,1883,12,1,100,0,1,3,710.5602,710.5612,710.5593,710.5613,710.5574,710.5605,710.561,710.5549,710.5616,710.5584,710.5634,710.5609,,8.058,8.066,8.07,8.07,8.072,8.068,8.061,8.068,8.078,8.065,8.065,8.082,,2097,2255,1642,1501,2570,1606,2345,1271,1404,1747,2605,1554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
