"Name","Formula","Mass (avg)","RSD (Mass, ppm)","Saturated","RT (avg)","RT (span)","Height (avg)","Found","Missed","Score (Tgt, max)","%RSD (Tgt)","Ions (min)","Ions (max)",[Mass] Heart_01_20x_pos_081321_090,[Mass] Heart_02_20x_pos_081321_083,[Mass] Heart_03_20x_pos_081321_092,[Mass] Heart_04_20x_pos_081321_086,[Mass] Heart_05_20x_pos_081321_096,[Mass] Heart_06_20x_pos_081321_089,[Mass] Heart_07_20x_pos_081321_101,[Mass] Heart_08_20x_pos_081321_085,[Mass] Heart_09_20x_pos_081321_102,[Mass] Heart_10_20x_pos_081321_097,[Mass] Heart_11_20x_pos_081321_095,[Mass] Heart_12_20x_pos_081321_091,[Mass] PB_20x_pos_081321_084,[RT] Heart_01_20x_pos_081321_090,[RT] Heart_02_20x_pos_081321_083,[RT] Heart_03_20x_pos_081321_092,[RT] Heart_04_20x_pos_081321_086,[RT] Heart_05_20x_pos_081321_096,[RT] Heart_06_20x_pos_081321_089,[RT] Heart_07_20x_pos_081321_101,[RT] Heart_08_20x_pos_081321_085,[RT] Heart_09_20x_pos_081321_102,[RT] Heart_10_20x_pos_081321_097,[RT] Heart_11_20x_pos_081321_095,[RT] Heart_12_20x_pos_081321_091,[RT] PB_20x_pos_081321_084,[Height] Heart_01_20x_pos_081321_090,[Height] Heart_02_20x_pos_081321_083,[Height] Heart_03_20x_pos_081321_092,[Height] Heart_04_20x_pos_081321_086,[Height] Heart_05_20x_pos_081321_096,[Height] Heart_06_20x_pos_081321_089,[Height] Heart_07_20x_pos_081321_101,[Height] Heart_08_20x_pos_081321_085,[Height] Heart_09_20x_pos_081321_102,[Height] Heart_10_20x_pos_081321_097,[Height] Heart_11_20x_pos_081321_095,[Height] Heart_12_20x_pos_081321_091,[Height] PB_20x_pos_081321_084,[Score (MFE)] Heart_01_20x_pos_081321_090,[Score (MFE)] Heart_02_20x_pos_081321_083,[Score (MFE)] Heart_03_20x_pos_081321_092,[Score (MFE)] Heart_04_20x_pos_081321_086,[Score (MFE)] Heart_05_20x_pos_081321_096,[Score (MFE)] Heart_06_20x_pos_081321_089,[Score (MFE)] Heart_07_20x_pos_081321_101,[Score (MFE)] Heart_08_20x_pos_081321_085,[Score (MFE)] Heart_09_20x_pos_081321_102,[Score (MFE)] Heart_10_20x_pos_081321_097,[Score (MFE)] Heart_11_20x_pos_081321_095,[Score (MFE)] Heart_12_20x_pos_081321_091,[Score (MFE)] PB_20x_pos_081321_084,[Score (Tgt)] Heart_01_20x_pos_081321_090,[Score (Tgt)] Heart_02_20x_pos_081321_083,[Score (Tgt)] Heart_03_20x_pos_081321_092,[Score (Tgt)] Heart_04_20x_pos_081321_086,[Score (Tgt)] Heart_05_20x_pos_081321_096,[Score (Tgt)] Heart_06_20x_pos_081321_089,[Score (Tgt)] Heart_07_20x_pos_081321_101,[Score (Tgt)] Heart_08_20x_pos_081321_085,[Score (Tgt)] Heart_09_20x_pos_081321_102,[Score (Tgt)] Heart_10_20x_pos_081321_097,[Score (Tgt)] Heart_11_20x_pos_081321_095,[Score (Tgt)] Heart_12_20x_pos_081321_091,[Score (Tgt)] PB_20x_pos_081321_084,[Ions] Heart_01_20x_pos_081321_090,[Ions] Heart_02_20x_pos_081321_083,[Ions] Heart_03_20x_pos_081321_092,[Ions] Heart_04_20x_pos_081321_086,[Ions] Heart_05_20x_pos_081321_096,[Ions] Heart_06_20x_pos_081321_089,[Ions] Heart_07_20x_pos_081321_101,[Ions] Heart_08_20x_pos_081321_085,[Ions] Heart_09_20x_pos_081321_102,[Ions] Heart_10_20x_pos_081321_097,[Ions] Heart_11_20x_pos_081321_095,[Ions] Heart_12_20x_pos_081321_091,[Ions] PB_20x_pos_081321_084,
LPC 18:1/0:0(d7),C26 H45 D7 N O7 P,528.3921,0.97,0,2.57,0.016,244940,13,0,100.0,9.2,5,13,528.3925,528.3924,528.3924,528.3923,528.3923,528.3923,528.3923,528.3919,528.3921,528.3924,528.3925,528.3921,528.3905,2.565,2.567,2.567,2.567,2.570,2.567,2.570,2.568,2.566,2.566,2.566,2.566,2.554,281043,274572,290614,315137,280094,242109,266386,247571,280078,234407,232985,235376,3853,,,,,,,,,,,,,,99.64,99.66,99.71,99.85,99.65,99.77,99.74,99.80,99.96,98.65,99.62,99.73,67.47,12,13,10,13,12,8,10,13,11,9,11,11,5,
TG 50:1,C53 H100 O6,832.7526,0.38,0,14.31,0.007,1596783,13,0,99.9,1.0,14,19,832.7524,832.7524,832.7531,832.7528,832.7529,832.7531,832.7523,832.7522,832.7525,832.7526,832.7523,832.7524,832.7522,14.314,14.316,14.315,14.315,14.313,14.315,14.312,14.316,14.312,14.312,14.313,14.311,14.309,1681333,1116484,4245759,2510700,1842350,4373720,708528,1038172,546525,978222,701918,899604,114874,,,,,,,,,,,,,,99.72,99.72,99.60,99.73,99.45,99.08,99.57,99.87,99.48,99.59,99.54,99.68,95.95,18,18,18,18,16,19,17,18,16,17,16,16,14,
TG 58:8,C61 H102 O6,930.7682,0.34,0,13.57,0.030,473675,12,1,98.3,5.3,15,18,930.7688,930.7687,930.7683,930.7683,930.7681,930.7683,930.7677,930.7681,930.7678,930.7680,930.7679,930.7681,,13.574,13.567,13.574,13.597,13.568,13.572,13.573,13.573,13.573,13.573,13.580,13.573,,586678,549527,994303,1088501,728180,503063,73378,318289,204341,322258,156769,158816,,,,,,,,,,,,,,,88.43,90.99,90.94,92.31,81.41,91.21,96.18,94.30,85.56,94.99,98.28,96.04,,18,17,15,16,17,16,16,16,18,15,18,17,,
SM d38:2,C43 H85 N2 O6 P,756.6115,1.72,0,8.32,0.170,2391685,13,0,85.0,7.9,7,15,756.6107,756.6110,756.6112,756.6113,756.6112,756.6112,756.6113,756.6113,756.6113,756.6114,756.6112,756.6107,756.6158,8.305,8.309,8.318,8.312,8.315,8.320,8.311,8.309,8.318,8.317,8.316,8.310,8.475,1201771,2293603,2583233,3154145,2784964,3066549,1946983,2292781,3093351,3056121,3191232,2424662,2520,,,,,,,,,,,,,,81.18,82.86,84.99,83.96,83.46,84.69,83.19,82.59,84.88,84.59,84.52,83.08,60.78,14,13,11,12,13,14,15,12,14,10,15,12,7,
TG 56:7,C59 H100 O6,904.7525,0.81,0,13.30,0.010,653107,13,0,98.7,9.2,9,21,904.7527,904.7523,904.7527,904.7525,904.7522,904.7525,904.7520,904.7520,904.7526,904.7520,904.7520,904.7521,904.7548,13.300,13.299,13.298,13.300,13.299,13.298,13.304,13.294,13.304,13.299,13.301,13.299,13.294,917713,777299,1881297,1682369,854506,730263,107930,512658,243865,381511,174490,220036,6466,,,,,,,,,,,,,,98.48,98.43,98.25,98.71,98.74,98.38,97.12,98.06,97.91,98.61,97.99,98.24,66.67,21,19,21,21,19,20,18,20,19,20,20,18,9,
TG 16:0_16:0_16:0,C51 H98 O6,806.7366,0.39,0,14.33,0.011,258186,13,0,99.9,1.0,12,16,806.7364,806.7366,806.7372,806.7366,806.7368,806.7370,806.7363,806.7366,806.7368,806.7365,806.7363,806.7366,806.7360,14.330,14.332,14.330,14.332,14.334,14.332,14.329,14.333,14.324,14.329,14.329,14.328,14.326,223738,167717,689459,328556,324414,616333,140517,165483,108939,199013,146414,183060,62781,,,,,,,,,,,,,,99.85,99.45,99.37,99.85,99.45,99.59,99.76,99.49,98.82,99.88,99.64,99.76,96.18,14,15,15,14,16,15,14,15,14,13,16,12,12,
PE 18:2_22:6,C45 H74 N O8 P,787.5156,0.38,0,6.63,0.019,532542,12,1,98.6,1.0,11,17,787.5153,787.5159,787.5160,787.5153,787.5156,787.5154,787.5155,787.5155,787.5156,787.5161,787.5153,787.5154,,6.639,6.631,6.644,6.638,6.625,6.645,6.632,6.631,6.636,6.625,6.633,6.627,,205482,400009,665625,820017,650566,427857,329218,550606,688770,621426,525668,505270,,,,,,,,,,,,,,,96.57,97.95,95.72,96.85,98.54,95.83,97.74,97.98,97.14,98.46,97.69,98.58,,14,15,17,15,11,13,11,13,12,14,12,11,,
PC 14:0_16:0,C38 H76 N O8 P,705.5312,0.35,0,7.32,0.011,358239,12,1,99.7,0.2,10,14,705.5306,705.5312,705.5312,705.5315,705.5312,705.5310,705.5311,705.5313,705.5312,705.5314,705.5314,705.5312,,7.325,7.322,7.324,7.320,7.322,7.324,7.329,7.322,7.321,7.322,7.319,7.323,,113657,322150,401806,422192,365400,510341,236462,319345,455732,397273,373654,380861,,,,,,,,,,,,,,,98.88,99.59,99.65,99.49,99.70,99.68,99.39,99.63,99.66,99.54,99.53,99.70,,12,12,13,14,10,14,12,14,11,11,12,12,,
TG 18:2_18:2_22:6,C61 H98 O6,926.7366,0.51,0,12.54,0.012,453645,13,0,99.9,8.1,10,22,926.7368,926.7366,926.7366,926.7368,926.7366,926.7373,926.7368,926.7366,926.7365,926.7365,926.7370,926.7365,926.7352,12.546,12.539,12.543,12.545,12.539,12.543,12.539,12.546,12.538,12.544,12.541,12.534,12.538,483460,521362,1178586,1095455,1132215,697751,51021,230792,123212,196135,90299,95658,1447,,,,,,,,,,,,,,99.66,99.61,99.85,99.76,99.75,99.41,94.94,99.72,99.43,99.26,95.55,99.10,71.28,21,21,21,19,21,22,18,20,19,21,17,19,10,
TG 54:2,C57 H106 O6,886.7991,0.78,0,14.47,0.007,958249,13,0,99.7,2.1,13,19,886.7991,886.7997,886.7995,886.7993,886.7998,886.7999,886.7993,886.7995,886.7988,886.7991,886.7992,886.7986,886.7972,14.476,14.478,14.475,14.472,14.474,14.477,14.475,14.478,14.475,14.474,14.475,14.473,14.471,869963,913168,1729645,1875596,1486081,2457911,413120,560213,460528,622015,438165,574171,56673,,,,,,,,,,,,,,99.72,99.38,99.71,99.25,99.40,98.94,97.36,99.51,95.23,99.44,99.09,98.81,92.70,19,15,18,18,19,18,17,18,16,17,17,16,13,
TG 50:2,C53 H98 O6,830.7369,0.41,0,14.00,0.073,1238265,12,1,99.4,4.9,14,18,830.7372,830.7370,830.7376,830.7373,830.7370,830.7373,830.7366,830.7366,830.7367,830.7367,830.7368,830.7365,,14.017,14.014,14.022,14.020,14.008,14.013,13.959,13.992,13.948,13.982,13.972,13.981,,1085631,738297,3259394,1788806,1279666,3271914,557619,648301,518858,627037,479145,604522,,,,,,,,,,,,,,,99.14,98.80,99.34,99.35,98.43,99.02,88.55,96.20,85.49,94.20,91.87,94.20,,16,16,16,17,17,18,15,15,16,17,15,14,,
TG 58:10,C61 H98 O6,926.7366,0.54,0,12.54,0.012,452359,13,0,99.8,8.1,10,22,926.7368,926.7366,926.7366,926.7368,926.7366,926.7373,926.7372,926.7366,926.7365,926.7365,926.7370,926.7365,926.7352,12.546,12.539,12.543,12.545,12.539,12.543,12.539,12.546,12.538,12.544,12.541,12.534,12.538,483460,521362,1178586,1080195,1132215,697751,49580,230792,123212,196115,90299,95658,1447,,,,,,,,,,,,,,99.65,99.52,99.81,99.73,99.66,99.37,97.54,99.71,99.33,99.22,95.48,98.95,71.18,21,21,21,18,21,22,20,20,19,21,17,19,10,
TG 18:1_18:2_22:1,C61 H110 O6,938.8300,0.56,0,14.46,0.008,372898,13,0,99.2,7.3,12,19,938.8296,938.8304,938.8299,938.8300,938.8306,938.8299,938.8307,938.8300,938.8296,938.8295,938.8294,938.8297,938.8311,14.459,14.461,14.458,14.460,14.458,14.460,14.458,14.461,14.458,14.458,14.458,14.462,14.466,414704,314160,699899,800631,623901,379243,147292,402045,253665,432137,206380,156659,16958,,,,,,,,,,,,,,97.68,99.16,96.71,98.47,98.97,95.57,89.37,97.28,95.98,99.10,94.30,95.70,73.36,17,18,16,16,19,16,15,16,13,14,17,18,12,
TG 16:0_16:0_22:6,C57 H98 O6,878.7353,2.01,0,13.51,0.092,472851,12,1,80.9,13.3,9,18,878.7371,878.7368,878.7354,878.7364,,878.7341,878.7373,878.7338,878.7366,878.7346,878.7366,878.7337,878.7316,13.597,13.505,13.596,13.591,,13.516,13.506,13.506,13.512,13.511,13.513,13.506,13.528,649764,577111,1102374,929908,,706982,180862,395659,235033,344846,251312,297750,2614,,,,,,,,,,,,,,78.66,63.90,80.86,80.47,,63.94,57.37,57.93,59.38,58.98,65.92,66.88,61.11,12,11,17,13,,18,12,12,11,13,14,16,9,
SM d18:1_18:1(d9),C41 H72 D9 N2 O6 P,737.6401,0.36,0,7.40,0.011,252843,12,1,99.8,0.2,10,12,737.6400,737.6402,737.6404,737.6403,737.6400,737.6397,737.6396,737.6404,737.6400,737.6403,737.6402,737.6401,,7.403,7.400,7.402,7.404,7.406,7.402,7.402,7.400,7.410,7.411,7.408,7.401,,304452,282568,242274,262807,274867,266401,290955,242377,192246,216760,231800,226620,,,,,,,,,,,,,,,99.78,99.60,99.53,99.59,99.68,99.43,99.74,99.50,99.66,99.24,99.19,99.80,,10,12,11,10,10,11,10,10,11,11,10,12,,
TG 58:8,C61 H102 O6,930.7676,0.60,0,13.27,0.062,475598,13,0,99.8,11.7,9,22,930.7680,930.7681,930.7679,930.7676,930.7675,930.7679,930.7674,930.7675,930.7681,930.7675,930.7674,930.7677,930.7659,13.278,13.276,13.272,13.273,13.272,13.270,13.271,13.272,13.265,13.271,13.278,13.271,13.328,572686,669194,1346734,1025405,890761,454691,71126,403466,162114,341059,133437,110056,2047,,,,,,,,,,,,,,99.59,99.51,99.74,99.80,98.89,99.76,99.28,99.46,99.29,99.83,99.54,99.04,58.71,22,22,19,20,20,18,17,14,18,20,20,16,9,
TG 18:0_18:1_22:6,C61 H104 O6,932.7835,0.79,0,14.09,0.032,367382,13,0,93.5,8.7,11,18,932.7836,932.7838,932.7838,932.7839,932.7833,932.7833,932.7836,932.7827,932.7838,932.7819,932.7835,932.7831,932.7852,14.089,14.092,14.094,14.093,14.088,14.091,14.088,14.087,14.094,14.094,14.089,14.088,14.119,538107,413953,1011620,1102636,389191,416411,76134,252762,173439,227471,92132,79478,2633,,,,,,,,,,,,,,83.33,73.96,73.96,89.37,91.06,88.38,93.49,83.65,93.53,76.11,85.61,81.40,74.84,11,14,11,16,12,17,18,15,15,16,15,15,12,
SM d41:1,C46 H93 N2 O6 P,800.6772,0.85,0,10.58,0.016,213897,13,0,96.1,10.9,4,15,800.6772,800.6772,800.6775,800.6773,800.6772,800.6775,800.6773,800.6774,800.6775,800.6776,800.6773,800.6775,800.6750,10.586,10.579,10.580,10.570,10.574,10.582,10.580,10.580,10.577,10.583,10.581,10.579,10.576,68392,193801,285995,329848,275618,235826,140183,225932,310354,253708,217522,240496,2992,,,,,,,,,,,,,,96.06,89.61,94.99,92.92,93.95,95.47,94.97,94.80,94.21,95.41,95.17,94.77,58.73,12,11,12,13,11,15,11,11,11,15,14,13,4,
TG 58:9,C61 H100 O6,928.7522,0.33,0,12.77,0.007,600636,12,1,99.8,1.8,11,22,928.7525,928.7523,928.7523,928.7525,928.7523,928.7521,928.7528,928.7520,928.7517,928.7523,928.7520,928.7517,,12.769,12.762,12.768,12.769,12.765,12.767,12.762,12.769,12.767,12.767,12.764,12.768,,464891,743108,1412611,1511306,1182082,576503,72340,440708,176389,353925,140283,133490,,,,,,,,,,,,,,,99.63,99.39,99.69,99.70,99.68,99.80,97.34,99.63,98.89,99.54,93.86,96.91,,20,20,20,19,17,22,16,17,17,16,11,16,,
PE 40:7,C45 H76 N O8 P,789.5290,0.64,0,8.51,0.037,994333,13,0,95.4,9.7,4,16,789.5286,789.5292,789.5297,789.5292,789.5293,789.5292,789.5292,789.5291,789.5292,789.5292,789.5287,789.5294,789.5277,8.517,8.515,8.511,8.503,8.510,8.510,8.517,8.514,8.508,8.510,8.510,8.509,8.480,350525,971096,1270988,1448509,1224630,1169002,672120,940141,1378943,1287815,1172075,1037291,3205,,,,,,,,,,,,,,92.66,95.42,93.27,93.48,94.57,93.75,91.93,93.55,94.39,94.01,81.58,94.21,63.67,13,13,13,15,16,14,11,15,15,15,12,15,4,
TG 56:6,C59 H102 O6,906.7679,0.31,0,13.78,0.011,490378,12,1,99.9,0.3,16,22,906.7685,906.7677,906.7682,906.7678,906.7676,906.7681,906.7680,906.7681,906.7678,906.7678,906.7675,906.7676,,13.776,13.779,13.781,13.781,13.786,13.784,13.785,13.775,13.786,13.786,13.781,13.786,,661367,544356,1236851,1117760,515012,492866,75014,426889,140774,341920,170494,161240,,,,,,,,,,,,,,,99.01,99.59,99.65,99.67,99.85,99.62,98.83,99.08,99.21,99.56,99.39,99.14,,22,17,21,20,22,21,16,22,17,18,18,19,,
PC 16:0_16:1,C40 H78 N O8 P,731.5468,0.76,0,7.39,0.032,181729,13,0,99.8,8.1,7,14,731.5468,731.5470,731.5471,731.5473,731.5469,731.5468,731.5465,731.5470,731.5467,731.5472,731.5471,731.5467,731.5451,7.391,7.389,7.397,7.393,7.395,7.397,7.380,7.388,7.399,7.394,7.391,7.390,7.412,62721,185058,266077,206221,163316,336299,140816,157222,202161,222205,224041,192938,3402,,,,,,,,,,,,,,99.43,99.43,99.62,99.09,99.61,99.79,98.62,99.42,99.83,99.28,99.37,99.60,70.96,13,12,10,11,11,12,10,13,14,9,12,11,7,
SM d39:1,C44 H89 N2 O6 P,772.6463,1.30,0,9.74,0.072,173741,13,0,99.4,14.4,1,13,772.6461,772.6458,772.6461,772.6462,772.6462,772.6460,772.6459,772.6461,772.6458,772.6461,772.6458,772.6458,772.6496,9.743,9.737,9.738,9.726,9.738,9.739,9.743,9.731,9.734,9.735,9.739,9.731,9.798,75617,167935,248402,241561,218217,166575,116537,211000,240505,196408,179453,192873,3564,,,,,,,,,,,,,,99.30,98.86,99.24,99.00,99.23,99.37,99.19,99.18,99.41,99.31,99.44,99.39,49.65,11,11,12,13,11,13,10,13,12,11,12,11,1,
PC 15:0_22:6,C45 H78 N O8 P,791.5469,0.42,0,6.62,0.014,245362,12,1,99.9,0.2,15,19,791.5465,791.5467,791.5468,791.5465,791.5471,791.5474,791.5471,791.5470,791.5472,791.5474,791.5466,791.5467,,6.634,6.620,6.628,6.621,6.620,6.622,6.627,6.625,6.625,6.620,6.628,6.621,,102662,197029,314743,388751,308458,139514,161271,287045,273904,290110,231953,248910,,,,,,,,,,,,,,,99.77,99.60,99.82,99.70,99.34,99.35,99.13,99.85,99.53,99.24,99.68,99.70,,15,16,18,17,18,19,16,17,18,18,16,16,,
CE 18:1(d7),C45 H71 D7 O2,657.6444,0.27,0,14.27,0.011,264263,12,1,99.8,0.3,9,14,657.6445,657.6443,657.6441,657.6447,657.6445,657.6445,657.6442,657.6441,657.6444,657.6445,657.6444,657.6444,,14.268,14.271,14.262,14.266,14.267,14.265,14.273,14.272,14.273,14.273,14.273,14.272,,278996,236830,213657,229906,268120,168210,338232,274299,349951,254605,276982,281371,,,,,,,,,,,,,,,99.41,99.30,99.50,99.41,99.47,98.82,99.83,99.78,99.69,99.63,99.57,99.44,,12,10,10,9,10,11,14,10,11,12,10,12,,
TG 18:0_18:1_20:4,C59 H104 O6,908.7819,1.58,0,14.28,0.056,424143,13,0,97.4,8.4,13,22,908.7814,908.7835,908.7832,908.7820,908.7812,908.7813,908.7798,908.7828,908.7836,908.7809,908.7807,908.7801,908.7842,14.263,14.282,14.251,14.257,14.284,14.265,14.301,14.294,14.307,14.295,14.296,14.300,14.281,419388,542720,805753,958172,538591,689448,207344,292538,233285,302810,241290,268075,14448,,,,,,,,,,,,,,95.41,95.78,91.42,97.41,92.30,91.03,87.75,83.27,91.24,93.41,89.83,88.91,67.75,17,15,15,19,22,20,20,14,20,21,20,19,13,
TG 16:0_18:2_18:3,C55 H96 O6,852.7208,0.31,0,13.07,0.009,220002,13,0,99.7,2.6,12,17,852.7211,852.7209,852.7210,852.7211,852.7210,852.7209,852.7206,852.7204,852.7208,852.7208,852.7205,852.7206,852.7204,13.066,13.069,13.071,13.065,13.064,13.063,13.064,13.071,13.064,13.069,13.072,13.070,13.072,133932,197948,705874,338877,244495,493563,57878,187415,89909,188416,101238,116280,4203,,,,,,,,,,,,,,99.36,99.68,99.75,99.56,99.40,99.37,98.81,99.68,96.87,99.05,99.37,99.09,90.46,12,15,17,16,16,16,12,14,16,15,16,14,13,
TG 16:0_18:1_22:5,C59 H102 O6,906.7679,0.32,0,13.78,0.038,456104,13,0,99.9,8.5,12,22,906.7685,906.7676,906.7682,906.7678,906.7676,906.7681,906.7680,906.7681,906.7678,906.7678,906.7675,906.7676,906.7676,13.776,13.779,13.781,13.781,13.786,13.784,13.785,13.775,13.786,13.786,13.781,13.786,13.813,717413,576173,1227119,1099873,499721,490547,75014,426889,140774,341920,170494,161240,2178,,,,,,,,,,,,,,99.30,99.88,99.75,99.77,99.83,99.63,98.81,99.35,99.18,99.53,99.48,99.12,69.66,22,19,21,20,20,21,16,22,17,18,18,19,12,
PC 18:1_22:5,C48 H84 N O8 P,833.5940,0.50,0,7.48,0.030,556262,13,0,91.4,8.7,4,20,833.5938,833.5941,833.5942,833.5940,833.5938,833.5937,833.5933,833.5942,833.5937,833.5940,833.5940,833.5936,833.5950,7.492,7.484,7.491,7.481,7.490,7.480,7.480,7.483,7.488,7.489,7.486,7.485,7.462,249804,481715,846063,863249,598589,454489,326620,774985,614167,672757,573479,773670,1830,,,,,,,,,,,,,,88.55,90.49,87.96,90.91,89.16,88.73,91.39,90.49,89.48,89.30,89.94,89.34,62.26,15,18,19,15,18,19,18,18,20,19,18,18,4,
ACar 20:2,C27 H49 N O4,451.3662,1.75,0,2.89,0.017,141186,13,0,99.8,12.3,5,9,451.3664,451.3664,451.3663,451.3664,451.3666,451.3665,451.3661,451.3662,451.3666,451.3664,451.3664,451.3666,451.3636,2.889,2.885,2.884,2.878,2.887,2.885,2.888,2.886,2.889,2.889,2.884,2.890,2.895,120488,151792,173946,269270,110147,77996,113213,91954,218244,104267,194368,207500,2243,,,,,,,,,,,,,,99.06,99.25,99.11,99.80,99.28,98.75,98.77,98.54,99.40,99.41,99.62,99.29,56.77,8,7,9,8,6,7,8,7,8,8,8,8,5,
PC 16:0_20:5,C44 H78 N O8 P,779.5474,1.63,0,6.74,0.101,184674,13,0,99.6,19.7,1,16,779.5474,779.5465,779.5480,779.5472,779.5474,779.5464,779.5471,779.5474,779.5466,779.5470,779.5469,779.5472,779.5514,6.740,6.742,6.739,6.737,6.731,6.739,6.738,6.742,6.737,6.737,6.734,6.738,6.832,71687,151875,291542,268709,239093,224145,107602,183190,262869,227551,205716,162691,4103,,,,,,,,,,,,,,98.49,89.29,79.42,96.01,86.82,99.61,98.24,88.87,78.67,99.39,99.52,99.34,36.10,10,13,15,16,13,16,9,12,12,12,15,14,1,
TG 56:4,C59 H106 O6,910.7991,0.30,0,14.30,0.003,1156578,13,0,99.8,5.3,14,23,910.7990,910.7991,910.7994,910.7994,910.7996,910.7991,910.7989,910.7988,910.7991,910.7991,910.7988,910.7987,910.7994,14.295,14.293,14.295,14.295,14.295,14.296,14.295,14.294,14.296,14.295,14.296,14.295,14.292,1181730,1531688,1995441,2662379,1957446,1693917,363378,902867,615408,1071113,530438,519430,10288,,,,,,,,,,,,,,99.51,99.41,99.70,99.81,99.72,98.63,98.08,99.44,99.53,99.84,99.84,99.58,80.65,21,22,17,19,20,19,22,18,23,20,20,19,14,
PC 18:0_22:4,C48 H88 N O8 P,837.6250,0.21,0,8.94,0.012,190322,12,1,99.8,0.2,12,15,837.6248,837.6249,837.6248,837.6252,837.6251,837.6252,837.6250,837.6248,837.6252,837.6249,837.6250,837.6252,,8.941,8.939,8.941,8.940,8.945,8.936,8.946,8.939,8.943,8.937,8.941,8.934,,64967,157474,233587,298625,205981,143037,132509,195444,248215,228211,189579,186245,,,,,,,,,,,,,,,99.22,99.50,99.79,99.67,99.71,99.40,99.62,99.78,99.72,99.57,99.52,99.11,,14,12,13,14,12,13,15,14,12,13,15,12,,
PC 16:1_22:6,C46 H78 N O8 P,803.5463,2.05,0,6.24,0.025,174846,13,0,98.9,10.7,3,16,803.5468,803.5467,803.5469,803.5466,803.5466,803.5469,803.5469,803.5467,803.5471,803.5466,803.5468,803.5466,803.5409,6.250,6.246,6.243,6.238,6.246,6.244,6.242,6.246,6.247,6.241,6.243,6.243,6.224,89969,178884,264216,260152,185356,153132,115690,252326,182857,215669,165554,206771,2430,,,,,,,,,,,,,,98.77,96.32,98.54,98.03,98.03,98.53,97.16,98.86,95.32,98.18,98.44,98.37,61.49,9,13,16,16,14,16,12,14,14,13,14,12,3,
TG 18:2_18:2_20:4,C59 H98 O6,902.7367,0.28,0,12.80,0.011,281969,12,1,99.9,2.1,12,20,902.7368,902.7365,902.7371,902.7366,902.7366,902.7364,902.7369,902.7367,902.7363,902.7370,902.7365,902.7367,,12.803,12.801,12.802,12.802,12.796,12.800,12.807,12.803,12.795,12.795,12.798,12.796,,196635,352803,622124,735733,519912,272318,35890,201462,101368,181044,80834,83513,,,,,,,,,,,,,,,99.39,99.90,99.39,99.89,99.73,99.87,94.29,99.64,98.77,99.18,94.28,99.09,,17,17,20,18,20,17,12,20,16,17,16,13,,
ACar 18:2,C25 H45 N O4,423.3350,1.30,0,1.93,0.036,106889,13,0,99.7,10.1,3,9,423.3352,423.3351,423.3349,423.3351,423.3352,423.3352,423.3352,423.3352,423.3348,423.3355,423.3349,423.3350,423.3332,1.929,1.931,1.933,1.920,1.934,1.932,1.940,1.932,1.931,1.930,1.931,1.930,1.956,97847,92773,123153,135145,78357,158581,81911,88333,180757,84792,129091,134426,4401,,,,,,,,,,,,,,99.57,99.02,98.90,99.20,98.87,99.37,98.26,98.99,99.72,98.25,99.52,99.70,64.11,7,8,8,7,9,6,9,7,7,7,7,7,3,
ACar 14:0,C21 H41 N O4,371.3035,3.21,0,1.52,0.098,99655,13,0,99.8,16.2,2,8,371.3038,371.3037,371.3037,371.3036,371.3038,371.3037,371.3039,371.3038,371.3039,371.3042,371.3040,371.3038,371.2996,1.521,1.518,1.521,1.506,1.527,1.519,1.528,1.524,1.518,1.518,1.518,1.517,1.604,97092,71694,104630,140984,69408,98328,86894,90353,172565,82042,130090,148888,2559,,,,,,,,,,,,,,99.10,99.83,99.39,98.97,98.00,99.56,99.14,98.05,99.58,99.09,98.74,99.60,43.70,6,7,6,8,7,6,8,6,7,7,6,7,2,
PE 18:1_20:4,C43 H76 N O8 P,765.5320,1.00,0,7.59,0.010,1312021,12,1,96.6,2.9,12,20,765.5309,765.5322,765.5330,765.5323,765.5311,765.5313,765.5311,765.5327,765.5327,765.5329,765.5322,765.5320,,7.586,7.593,7.592,7.590,7.596,7.592,7.586,7.589,7.595,7.595,7.593,7.591,,433528,1092069,1304432,1729869,1563885,1464442,810742,1008869,1831530,1619432,1619018,1266447,,,,,,,,,,,,,,,94.88,87.42,95.66,95.70,96.56,90.60,94.82,96.06,96.42,95.75,95.77,95.92,,12,15,18,18,18,16,16,20,18,17,18,18,,
TG 18:1_20:1_20:1,C61 H112 O6,940.8457,0.33,0,14.57,0.007,301676,12,1,99.6,6.0,14,19,940.8456,940.8457,940.8454,940.8463,940.8455,940.8454,940.8462,940.8459,940.8458,940.8455,940.8455,940.8462,,14.571,14.573,14.570,14.572,14.570,14.572,14.576,14.573,14.570,14.575,14.570,14.569,,237044,225429,659095,559927,347246,275946,136129,267234,201092,338928,230408,141644,,,,,,,,,,,,,,,99.31,98.71,98.72,99.56,99.16,96.34,78.93,96.79,96.87,99.08,97.65,92.73,,18,19,17,19,16,17,14,14,14,16,16,14,,
